step,avg_reward,loss,epsilon
37,24.000000000000007,0.0,1.0
86,28.000000000000014,0.0,1.0
103,22.22222222222223,0.0,1.0
159,25.83333333333334,0.0,1.0
254,33.19999999999999,0.0,1.0
266,28.888888888888882,0.5970603823661804,0.946354579813443
326,30.380952380952376,0.303138792514801,0.7005493475733617
377,30.749999999999996,0.06337642669677734,0.5425201222922789
395,28.59259259259259,0.03213995695114136,0.49571413690105054
529,34.60000000000001,0.019918173551559448,0.2532352299289372
551,32.727272727272734,0.01622123084962368,0.22679417751985861
586,31.888888888888896,0.012392786331474781,0.1903004112552766
