update,step,avg_reward,value_loss,policy_loss
1,1024,35.19483122450208,45.461776638031004,-0.007330237387213856
2,2048,43.10347444383036,50.91429872512818,-0.015258503495715559
3,3072,58.975787566936084,68.01569080352783,-0.002250162640120834
4,4096,58.272508874578236,58.2998607635498,-0.00855220437515527
5,5120,72.86396964651311,67.445809841156,-0.007230584544595331
6,6144,108.39781236453469,81.58759880065918,-0.012111483106855303
7,7168,144.5694997268733,82.23194103240967,-0.004287948168348521
8,8192,182.30310207862834,80.82880229949951,-0.001614014571532607
9,9216,228.95687366010765,76.43572597503662,-0.0027760947472415865
10,10240,246.6299433415871,74.39890995025635,-0.005211351555772126
11,11264,238.53896524874062,67.9227918624878,-0.007758438843302429
12,12288,166.54066239954528,65.40345134735108,-0.013112682197242976
13,13312,185.07370662385196,71.20152282714844,-0.0017739204689860345
14,14336,221.77368245100394,66.602663230896,-0.00621140378061682
15,15360,215.00149970483886,66.29558515548706,-0.007112936093471944
16,16384,220.37237691362915,64.45884571075439,-0.0008544919663108885
17,17408,264.06968915951484,63.59599914550781,-0.008381582237780094
18,18432,297.1066363271317,63.18467473983765,-0.004606578999664634
19,19456,302.83691484418324,60.4669548034668,-0.003201945370528847
20,20480,302.868806987227,60.09418907165527,-0.005818927695509046
21,21504,314.78753166177336,59.48079128265381,-0.004628843674436211
22,22528,329.9944727731766,58.85456218719482,-0.0014858465641736985
23,23552,314.9120771746646,58.6885760307312,-0.006224588013719767
24,24576,315.18698034932174,56.20894804000854,-0.003848059382289648
25,25600,321.87101571152454,55.423029804229735,-0.004279929073527455
26,26624,340.21295126930386,54.28800764083862,-0.004665558913256973
27,27648,325.57593215534627,55.50935726165771,-0.0023914913879707457
28,28672,341.14437088438825,53.25158214569092,-0.00693035596050322
29,29696,316.8888734834428,53.73630685806275,-0.011095206218305976
30,30720,338.49216208937776,48.88659400939942,-0.010282515769358725
31,31744,338.1440540543489,50.57593183517456,-0.006869649793952703
32,32768,337.8510280456397,47.037978935241696,-0.0023295313701964917
33,33792,337.1314702666897,50.323458671569824,-0.0030368896666914226
34,34816,340.70065502594224,49.493423748016355,-0.002419754338916391
35,35840,353.4094032500228,49.44776153564453,-0.006343134480994194
36,36864,353.4922145653664,45.39021368026734,-0.004406401177402586
37,37888,368.17321043462846,49.45535230636597,-0.001433009491302073
38,38912,368.89100603799636,49.57101249694824,-0.002561099804006517
39,39936,354.79382259400234,49.03463087081909,-0.003611894208006561
40,40960,355.30014679682455,48.35845012664795,-0.0015169544145464896
41,41984,366.65560172401234,43.72507963180542,-0.002967789024114609
42,43008,331.3217779739528,60.888764476776124,-0.007904934394173325
43,44032,331.4763726862671,43.1300724029541,-0.0011290788534097373
44,45056,341.2698557522144,48.364538764953615,-0.004501606721896678
45,46080,341.15868263569484,43.1497848033905,-0.0008660876890644431
46,47104,356.1221993498506,49.80237731933594,-0.0017309853341430427
47,48128,319.2082403134369,58.68750600814819,-0.0037530103465542195
48,49152,337.81606124332546,50.154071712493895,-0.0010675654164515435
49,50176,345.2343194866522,50.628216075897214,-0.003215343807823956
50,51200,345.9519826735549,50.3999924659729,-0.0027984820189885795
51,52224,346.29716731475617,42.419814586639404,-0.004143361852038651
52,53248,346.729844253103,50.93568782806396,-0.0013655744958668947
53,54272,332.6053568874607,51.412954044342044,-0.005490587092936039
54,55296,370.68375978299116,51.14903726577759,-0.005429122201167047
55,56320,370.664937412878,42.2588773727417,-0.003286117024254054
56,57344,381.8030989741009,51.56409168243408,-0.00881233864929527
57,58368,381.77948640336933,42.36367497444153,-0.004339901031926274
58,59392,382.10689972591746,52.40111064910889,-0.001748301927000284
59,60416,382.366796573255,42.40077929496765,-0.00021691047586500645
60,61440,377.54226658790174,63.50893707275391,-0.007877022621687501
61,62464,377.49016815274365,41.952630615234376,-0.006572683062404394
62,63488,326.0472166371536,84.4426866531372,-0.002133900695480406
63,64512,326.0616180602467,42.283769035339354,0.0034347615437582135
64,65536,311.84212682036986,53.85642318725586,-0.0014337044209241866
65,66560,311.13020692237404,53.80621023178101,-0.0035112924757413565
66,67584,303.0723232064079,67.18288764953613,-0.0011078499490395188
67,68608,284.1785007376112,67.94432764053344,-0.0005259726312942803
68,69632,283.0335174162524,80.65487499237061,-0.004488111892715097
69,70656,282.43518940567003,41.541436195373535,-0.0022881021606735883
70,71680,277.6853002733064,68.82854709625244,-0.0034374095150269566
71,72704,262.44690450781906,70.09294185638427,-0.008348734630271793
72,73728,271.6608795301028,42.43305015563965,-0.006272966787219047
73,74752,306.27830735979694,56.3910774230957,-0.00024335008347406984
74,75776,324.4219766858051,56.28959140777588,-0.00042549141217023133
75,76800,342.172733503485,42.912167406082155,-0.002336589933838695
76,77824,313.7654300440991,71.80763711929322,-0.0008155151503160596
77,78848,331.9570902143707,57.67444972991943,-0.00042633379343897103
78,79872,332.3298308560885,72.5306734085083,-0.0020888660568743945
79,80896,324.94986830375376,58.30938186645508,0.00012394937220960855
80,81920,288.6073333321643,74.19236240386962,-0.0030167764751240613
81,82944,288.96222105262484,58.58001451492309,-6.12277421168983e-05
82,83968,304.844893973332,59.02068099975586,-0.003704004269093275
83,84992,318.7077249033973,58.852909564971924,-0.0009007272077724337
84,86016,337.8236951481575,44.01302661895752,-0.003162219363730401
85,87040,328.01027786404154,59.65839204788208,-0.001223217393271625
86,88064,332.51296438965903,75.37438859939576,-0.00502031760988757
87,89088,350.34680163090246,44.4979067325592,-0.002103326062206179
88,90112,350.4022869531925,53.66047945022583,-8.252753177657723e-05
89,91136,345.0766844034912,76.06963186264038,-0.004679349448997528
90,92160,327.1537509336922,61.19950942993164,-0.002946535241790116
91,93184,327.42954824143453,60.195986890792845,-0.0014757313998416065
92,94208,337.5140986097284,44.869546031951906,-0.0006366301677189767
93,95232,359.68403144411496,60.547097778320314,-0.0009452855912968517
94,96256,312.26136439423624,93.60386734008789,-0.003122341923881322
95,97280,293.4019037885081,59.77924318313599,0.0001615126500837505
96,98304,312.06908468629894,60.271885299682616,-0.00025489820400252937
97,99328,330.017584661513,44.78907971382141,-8.075195364654064e-06
