step,avg_reward,loss,epsilon
38,24.666666666666675,0.0,1.0
103,33.666666666666664,0.0,1.0
148,32.22222222222223,0.0,1.0
180,29.33333333333334,0.0,1.0
195,25.333333333333336,0.0,1.0
234,25.33333333333334,0.0,1.0
251,23.23809523809524,0.0,1.0
264,21.333333333333336,0.4903241991996765,0.9558895783575597
285,20.444444444444443,0.3877983093261719,0.8603841919146962
307,19.8,0.27841174602508545,0.7705488893118823
350,20.545454545454547,0.08274988830089569,0.6211445383053219
366,19.666666666666668,0.04398582503199577,0.5732736268885887
460,22.923076923076913,0.011710548773407936,0.3578751580867638
475,21.952380952380942,0.015151572413742542,0.33195389135223546
554,23.95555555555554,0.010936718434095383,0.22340924607110255
630,25.58333333333332,0.014484231360256672,0.1526354036900377
642,24.509803921568615,0.009774099104106426,0.14372497725712216
751,27.148148148148135,0.011650476604700089,0.0832238973628649
764,26.14035087719297,0.28711241483688354,0.07797369223798889
815,26.49999999999999,0.04846392199397087,0.06038446427088321
839,26.033333333333324,0.032439664006233215,0.05354009722551939
911,26.26666666666666,0.02246776595711708,0.049911691230058335
996,27.599999999999984,0.02081000991165638,0.049911691230058335
1059,28.63333333333332,0.02110007032752037,0.049911691230058335
1134,30.63333333333332,0.04009474813938141,0.049911691230058335
1172,30.599999999999984,0.0532737672328949,0.049911691230058335
1298,34.23333333333332,0.0613408163189888,0.049911691230058335
1484,40.0,0.06842169165611267,0.049911691230058335
1555,41.66666666666667,0.04319602996110916,0.049911691230058335
1592,42.16666666666667,0.06949477642774582,0.049911691230058335
1630,42.0,0.05620485544204712,0.049911691230058335
1816,47.66666666666667,0.14679312705993652,0.049911691230058335
1885,46.83333333333335,0.0943499207496643,0.049911691230058335
1919,47.466666666666676,0.072379931807518,0.049911691230058335
1988,47.13333333333335,0.09414806216955185,0.049911691230058335
2156,50.20000000000003,0.11494456231594086,0.049911691230058335
2226,52.13333333333336,0.051776595413684845,0.049911691230058335
2318,51.5666666666667,0.041669294238090515,0.049911691230058335
2350,52.200000000000045,0.2866188883781433,0.049911691230058335
2386,51.70000000000003,0.1692628562450409,0.049911691230058335
2431,52.400000000000034,0.24700739979743958,0.049911691230058335
2498,52.23333333333337,0.17381292581558228,0.049911691230058335
2512,49.8666666666667,0.2102309912443161,0.049911691230058335
2590,50.366666666666696,0.15369778871536255,0.049911691230058335
2626,49.066666666666706,0.17407825589179993,0.049911691230058335
2650,48.60000000000004,0.16702455282211304,0.049911691230058335
2735,47.23333333333336,0.09729069471359253,0.049911691230058335
2848,44.80000000000001,0.3841451406478882,0.049911691230058335
2992,47.233333333333356,0.057589732110500336,0.049911691230058335
3024,47.06666666666668,0.23649215698242188,0.049911691230058335
3081,47.70000000000002,0.2438722550868988,0.049911691230058335
3114,42.60000000000001,0.18488609790802002,0.049911691230058335
3134,40.966666666666676,0.3134620487689972,0.049911691230058335
3354,47.16666666666667,0.13744106888771057,0.049911691230058335
3579,52.366666666666674,0.19961391389369965,0.049911691230058335
3593,47.23333333333333,0.19002149999141693,0.049911691230058335
3604,45.266666666666666,0.18082275986671448,0.049911691230058335
3945,53.566666666666606,0.5367562770843506,0.049911691230058335
4034,55.466666666666605,0.49549993872642517,0.049911691230058335
4116,56.99999999999993,0.453823447227478,0.049911691230058335
4249,59.93333333333328,0.38273757696151733,0.049911691230058335
4282,58.79999999999994,0.3711596727371216,0.049911691230058335
4359,60.899999999999935,0.5001946687698364,0.049911691230058335
4383,59.09999999999993,0.2545698285102844,0.049911691230058335
4468,60.73333333333327,0.37492942810058594,0.049911691230058335
4576,63.53333333333328,0.2518496811389923,0.049911691230058335
4631,62.53333333333328,0.2304205298423767,0.049911691230058335
4658,59.666666666666615,0.24424481391906738,0.049911691230058335
4974,65.39999999999989,0.14361219108104706,0.049911691230058335
5145,70.03333333333323,0.28092169761657715,0.049911691230058335
5244,71.43333333333324,0.275930255651474,0.049911691230058335
5265,71.03333333333323,1.0311622619628906,0.049911691230058335
5337,72.76666666666657,0.9207431674003601,0.049911691230058335
5414,67.9999999999999,0.8233250975608826,0.049911691230058335
5566,65.56666666666656,0.3977241516113281,0.049911691230058335
5605,66.39999999999989,0.5164370536804199,0.049911691230058335
5626,66.73333333333322,0.14024847745895386,0.049911691230058335
5699,57.799999999999955,0.17212426662445068,0.049911691230058335
5728,55.79999999999997,0.1379275619983673,0.049911691230058335
5841,56.8333333333333,0.17492452263832092,0.049911691230058335
6241,65.76666666666657,0.21275962889194489,0.049911691230058335
6380,69.29999999999991,0.4543319344520569,0.049911691230058335
6490,70.3999999999999,0.805705189704895,0.049911691230058335
6701,76.63333333333324,1.0252115726470947,0.049911691230058335
7101,87.16666666666652,0.5329025387763977,0.049911691230058335
7464,95.66666666666647,0.8523558378219604,0.049911691230058335
7864,107.19999999999975,0.20289497077465057,0.049911691230058335
7916,108.03333333333308,0.5619189739227295,0.049911691230058335
7958,98.89999999999978,0.5216144323348999,0.049911691230058335
8055,96.43333333333308,1.1983146667480469,0.049911691230058335
8068,93.56666666666644,0.8093781471252441,0.049911691230058335
