update,step,avg_reward,value_loss,policy_loss
1,1024,33.85964912280703,25.812497162818907,-0.011011745315045118
2,2048,43.899999999999984,26.415090370178223,-0.009215150435920805
3,3072,54.63333333333335,30.11458749771118,-0.012156090792268514
4,4096,66.89999999999995,33.060556936264035,-0.004343462630640715
5,5120,85.83333333333313,34.06946859359741,-0.012552551971748472
6,6144,106.29999999999966,32.01222295761109,-0.00787353776395321
7,7168,125.09999999999957,33.807420301437375,-0.004111038811970502
8,8192,156.76666666666608,30.88423357009888,-0.002124306501355022
9,9216,175.96666666666596,30.990353775024413,-0.0034916479606181385
10,10240,192.36666666666594,28.973030710220335,-0.0032268215785734356
11,11264,214.89999999999912,28.51950545310974,-0.0030257425154559315
12,12288,225.8333333333324,26.98216199874878,-0.003984831215348095
13,13312,237.699999999999,26.364450645446777,-0.002972724649589509
14,14336,258.53333333333217,25.52818274497986,-0.0073990490520372985
15,15360,258.53333333333217,25.178972721099854,-0.0045552774332463745
16,16384,254.43333333333217,24.486564111709594,-0.0043552090763114394
17,17408,254.43333333333217,23.735811853408812,-0.006663246406242251
18,18432,248.23333333333227,23.283266925811766,-0.0027848827536217867
19,19456,233.26666666666569,22.88088254928589,-0.0019650529604405163
20,20480,207.03333333333254,25.874741744995116,-0.005809646775014698
21,21504,205.96666666666587,20.699008464813232,-0.00793989774538204
22,22528,205.96666666666587,22.151666116714477,-0.003794824774377048
23,23552,196.2333333333326,24.368968152999877,-0.002477540995460004
24,24576,185.6999999999993,24.782344341278076,-0.004699953983072191
25,25600,200.66666666666583,21.909365463256837,-0.007163958135060966
26,26624,207.63333333333247,21.932230997085572,-0.0024861610494554044
27,27648,219.86666666666574,18.682301425933836,-0.0014839707058854402
28,28672,210.53333333333248,25.91620306968689,-0.001899395405780524
29,29696,213.7333333333325,22.403052473068236,-0.0013827685499563814
30,30720,223.66666666666575,18.376950764656065,-0.0008200465817935765
31,31744,240.399999999999,22.786523318290712,-0.001077220996376127
32,32768,235.76666666666569,23.292154169082643,-0.0029819635674357414
33,33792,237.13333333333236,23.668395781517027,-0.0048189499415457245
34,34816,234.5333333333324,24.125886225700377,-0.0011717695277184248
35,35840,238.76666666666569,24.67563626766205,-0.0031774591887369754
36,36864,247.59999999999894,18.786180019378662,-0.0024414384504780175
37,37888,247.59999999999894,25.318747520446777,-0.006720242358278483
38,38912,236.9666666666657,26.094463634490968,-0.0020479798316955567
39,39936,241.59999999999894,26.470617389678956,-0.0002016872400417924
40,40960,236.1333333333323,26.64281508922577,-0.005526597844436765
41,41984,206.93333333333243,43.826959228515626,-0.001157102535944432
42,43008,193.39999999999918,35.78239688873291,-0.010149144846946002
43,44032,164.76666666666603,43.778580856323245,-0.004640303400810808
44,45056,164.66666666666603,35.69746055603027,-0.003156206663697958
45,46080,164.13333333333267,20.369800090789795,-0.00032281626481562854
46,47104,182.2333333333326,33.690380859375,-0.002602432016283274
47,48128,194.36666666666594,20.58459961414337,-0.0027959861443378033
48,49152,207.89999999999918,29.218173098564147,-0.0009598808363080024
49,50176,217.03333333333248,21.05287308692932,-0.0001918782014399767
50,51200,247.16666666666555,30.2038987159729,-0.002266766573302448
