update,step,avg_reward,value_loss,policy_loss
1,1024,40.56098063999585,50.81220417022705,-0.010702452249825
2,2048,54.46904671288926,62.7474868774414,-0.014362999680452048
3,3072,81.54803365468705,82.95166931152343,-0.010567278740927577
4,4096,118.97147446675328,91.03708896636962,-0.006484687339980155
5,5120,152.0302451608419,85.0048900604248,-0.004836138198152184
6,6144,168.3392702647695,89.61833267211914,-0.006392187858000398
7,7168,207.1353046976705,90.45964031219482,-0.003215564077254385
8,8192,242.96970209404657,88.7313102722168,-0.005824473348911852
9,9216,278.54649601671565,82.4862195968628,-0.009269552072510123
10,10240,272.0084021909596,75.44319400787353,-0.0076164327678270635
11,11264,300.0245762006337,80.8207498550415,-0.0034238466061651705
12,12288,330.0457256038734,76.99045295715332,-0.004185707005672157
13,13312,347.1075571307025,77.61718425750732,-0.0033742522704415024
14,14336,322.88305499059186,73.38477020263672,-0.009002515068277716
15,15360,312.46843597063855,72.02924747467041,-0.006549180834554136
16,16384,323.09714824145516,70.19084606170654,-0.0025611915509216486
17,17408,348.7655798238075,71.06060047149658,-0.0026016400777734818
18,18432,349.2632017659232,67.19476709365844,-0.00848324471153319
19,19456,346.70326790511086,66.80264816284179,-0.0026811206946149467
20,20480,349.19613142212063,63.78036432266235,-0.007844409090466797
21,21504,328.7777002525728,62.22809858322144,-0.0036525580682791768
22,22528,310.97096809099173,62.01863803863525,-0.003643735812511295
23,23552,324.76471968229026,61.375873279571536,-0.00047238303814083337
24,24576,313.4368433999096,59.857898807525636,-0.005707025120500475
25,25600,316.2494420124126,58.883111763000485,-0.0015592611860483884
26,26624,316.37589436274493,57.8090404510498,-0.004454329982399941
27,27648,340.16958288096976,57.243505859375,-0.004150832409504801
28,28672,340.7514777932973,58.2072338104248,-0.002880286448635161
29,29696,354.7379506514602,55.58539056777954,-0.0033910351805388926
30,30720,346.30530614578686,54.92480306625366,-0.002262143197003752
31,31744,347.93827876513654,54.51364459991455,-0.004304800444515422
32,32768,281.3167885411249,62.69221830368042,-0.002942565851844847
33,33792,281.68597104285055,53.47300281524658,-0.003817490267101675
34,34816,288.06599725813885,53.09142932891846,-0.0008416457916609943
35,35840,296.5887073997536,52.55551557540893,-0.004719789978116751
36,36864,289.8744352836134,52.25832376480103,-0.0019169381354004144
37,37888,267.3606136070123,61.79124555587769,-0.006371769506949931
38,38912,282.92908375431574,55.912392902374265,-0.002402603789232671
39,39936,259.1280646032725,55.95325746536255,-0.005789114534854889
40,40960,274.62281514986114,51.37154855728149,-0.001709363842383027
41,41984,255.54735866239412,51.46967191696167,-0.004852184932678938
42,43008,282.69368635865305,51.12283601760864,-0.0038411286659538746
43,44032,311.3411720090506,51.02321977615357,-0.011566149815917016
44,45056,310.469558653553,57.545574855804446,-0.004384145652875304
45,46080,318.81411767073587,44.924296379089355,-0.00289781061001122
46,47104,325.96608684262895,58.08588180541992,-0.001607890974264592
47,48128,337.85113966654154,44.41241540908813,-0.007127574796322733
48,49152,344.8096455412594,51.104131412506106,-0.005410546809434891
49,50176,353.75354981357657,43.971642684936526,-0.006136152101680637
50,51200,361.29177809471264,51.20081748962402,-0.0026822028565220537
51,52224,380.06853450254505,43.56410398483276,-0.0029778358759358524
52,53248,380.0696630639868,50.982133865356445,-0.004956377285998315
53,54272,379.87723927489645,51.18067512512207,-0.0023913137963972987
54,55296,389.4121223213338,51.67334384918213,-0.0027055338025093077
55,56320,390.0985858367081,42.92075018882751,-0.0051886116620153185
56,57344,389.9351066337,51.821539878845215,-0.0018341910094022752
57,58368,389.68500850239343,42.286968326568605,-0.003867801127489656
58,59392,389.37704634523925,52.380089950561526,-0.001967972726561129
59,60416,389.1867833050107,42.434002208709714,-0.003614252945408225
60,61440,354.9276852817829,74.71215896606445,-0.0016537092858925461
61,62464,354.8479871679003,42.59854583740234,-0.0018426026334054768
62,63488,346.0216898635082,64.79930572509765,-0.00308197948615998
63,64512,324.5895637448167,54.76175622940063,-0.0009705838747322559
64,65536,309.5367867450331,65.54160537719727,-0.00565107639413327
65,66560,280.4558499549431,65.67563009262085,-0.005520304804667831
66,67584,247.77095096598526,91.49819850921631,-0.005981413275003433
67,68608,237.07401253844742,67.45934467315674,-0.002406680688727647
68,69632,242.58494772870822,67.60443840026855,-0.0028116962872445582
