update,step,avg_reward,value_loss,policy_loss
1,1024,38.8057265668487,35.582186985015866,-0.0073858023039065305
2,2048,37.7545216959386,30.68711190223694,-0.005161612026859075
3,3072,33.42780907845891,28.34630665779114,-0.01219220677157864
4,4096,42.98266783063286,31.370028972625732,-0.003935265436302871
5,5120,43.08574522975515,31.323554754257202,-0.007051883940584957
6,6144,44.13713000128232,28.367818450927736,-0.001064270711503923
7,7168,43.535382813103965,28.360721015930174,-0.013732580025680364
8,8192,39.40313015742487,27.839471340179443,-0.013188215135596693
9,9216,40.67036061437052,29.02524127960205,-0.0054537426913157105
10,10240,44.76249642980586,30.033730125427248,-0.004195661470293999
11,11264,45.92878530306455,30.820815324783325,-0.009425279195420444
12,12288,50.9209579682674,30.970673513412475,-0.009536614420358091
13,13312,53.92018873749818,29.83159155845642,-0.0004451158922165632
14,14336,54.20420676821669,24.783567237854005,-0.0037424964364618065
15,15360,54.62112984513978,21.307750129699706,-0.0068348767701536415
16,16384,48.04805292206284,18.946933269500732,-0.0017854847945272922
17,17408,47.26882215283208,12.86803936958313,-0.015606798697263002
18,18432,52.00882215283209,13.840657114982605,-0.002837412047665566
19,19456,53.740360614370545,13.34245240688324,-0.0023978100856766106
20,20480,56.895745229755164,8.707422506809234,-0.0035159616265445946
21,21504,57.53420676821671,9.67718085050583,-0.0006687363609671592
22,22528,59.04651446052439,9.119417798519134,-0.003593370027374476
23,23552,57.17574522975517,9.184953212738037,-0.0031537757720798256
24,24576,57.098822152832085,7.893378269672394,-0.0037979835644364355
25,25600,55.79343753744748,8.651132130622864,-0.0014404362183995545
26,26624,56.615708379987645,6.102602601051331,-0.004801031993702054
27,27648,59.4042067682167,4.6630694448947905,-0.0010627300827763975
28,28672,58.454975998985944,4.523052775859833,-0.003391119686421007
29,29696,58.42266830667826,4.493152803182602,-0.004024549154564738
30,30720,58.687283691293636,4.939740461111069,-0.0006575276143848896
31,31744,56.40959138360133,4.982478147745132,-0.0018594198219943792
32,32768,58.50343753744748,3.919742375612259,-0.004427082021720707
33,33792,58.33497599898594,4.265047258138656,-0.0006222403841093183
34,34816,59.37805292206288,4.028021842241287,-0.0013259513303637504
35,35840,58.725745229755184,4.249660718441009,-0.0007199765415862203
36,36864,57.65805292206287,4.676453423500061,-0.004821715131402016
37,37888,56.9765144605244,4.086195528507233,-0.002185002074111253
38,38912,58.3265144605244,3.878697031736374,-0.0045518901664763686
39,39936,58.14112984513979,2.880168932676315,-0.0003233183640986681
40,40960,56.71805292206286,3.4307411313056946,-0.0009051869856193662
41,41984,58.44574522975519,2.5255830705165865,-0.0018010364728979766
42,43008,59.71266830667827,2.327631789445877,-0.000584527279715985
43,44032,59.53266830667826,2.1976205587387083,-0.002421770023647696
44,45056,58.96574522975519,2.2051106333732604,-0.005147521058097482
45,46080,59.164206768216715,1.9978181958198546,-0.0011927238199859857
46,47104,59.48882215283211,1.9355520248413085,-0.0015322736580856144
47,48128,59.387283691293646,1.7853021651506424,-0.002800752641633153
48,49152,59.37420676821671,1.867772364616394,-0.005695301853120327
49,50176,59.47420676821672,1.4583378612995148,-0.004432549537159503
50,51200,59.55112984513979,1.5371630489826202,-0.0019633758289273827
51,52224,59.48959138360133,2.272683557868004,-0.0008258546236902476
52,53248,58.2634375374475,2.596537244319916,-0.0013835509889759123
53,54272,57.02112984513978,3.1884988129138945,-0.0024315369315445422
54,55296,58.2911298451398,3.06447933614254,-0.0029335599043406545
55,56320,58.358822152832104,2.18567613363266,-0.00163365084445104
56,57344,59.63959138360133,1.9841577649116515,-0.0024347951868548988
57,58368,56.155745229755176,3.425263577699661,-0.001923715032171458
58,59392,57.86805292206287,3.152897220849991,-0.0015337642631493508
59,60416,58.1211298451398,2.230261746048927,-0.0015357620781287552
60,61440,59.500360614370564,1.6481695860624312,-0.001079987292177975
61,62464,59.44959138360133,2.004142498970032,-0.00021354176569730044
62,63488,57.4911298451398,2.913584792613983,-0.0026214614626951516
63,64512,57.45728369129364,1.0988671213388443,-0.001187754690181464
64,65536,59.4111298451398,1.0689857378602028,-0.001526776363607496
65,66560,59.33420676821671,0.9294733941555023,-0.002070991788059473
66,67584,59.24036061437056,0.7221185699105263,-0.002619555324781686
67,68608,59.22266830667826,0.5814093582332134,-0.0007219688384793698
68,69632,59.2411298451398,0.7119320318102836,-5.195534322410822e-06
69,70656,59.14882215283211,0.5364036709070206,-0.003893386374693364
70,71680,59.24112984513981,0.7163304477930069,-0.002531791524961591
71,72704,59.51959138360134,0.7843155696988106,-0.0006466989871114492
72,73728,59.427283691293646,1.2569909602403642,-0.0032605206593871116
73,74752,56.19805292206286,2.731802436709404,-0.003321449796203524
74,75776,56.179591383601334,1.4976690649986266,-0.004770068079233169
75,76800,59.546514460524406,0.7065887808799743,-0.005293087579775602
76,77824,59.44574522975519,0.8275189034640789,-0.001017094252165407
77,78848,57.59112984513979,2.0415257930755617,-0.0006196060217916966
78,79872,58.552668306678264,0.7961347386240959,-0.0018729364848695696
79,80896,57.053437537447486,2.3401160031557082,-0.0006674507749266922
80,81920,59.31651446052441,0.8635304480791092,-0.00033334591425955297
81,82944,58.50728369129364,1.319120092689991,-0.0008547614328563213
82,83968,57.89189907590903,1.6160877823829651,-0.00484778342070058
83,84992,58.13959138360134,1.969723504781723,-0.0018661700538359582
84,86016,57.078052922062874,1.3825688511133194,-0.0014255199930630624
85,87040,58.29036061437057,0.8763554692268372,-0.002158579439856112
86,88064,58.35420676821671,0.9932806730270386,-0.0014877809822792186
87,89088,59.51036061437056,0.41634674444794656,-0.0006674422766081989
88,90112,59.39728369129365,0.538885797560215,8.954224176704883e-06
89,91136,59.528822152832106,0.41913318634033203,-0.0009095511282794178
90,92160,59.503437537447496,0.49427522271871566,-0.0003626763937063515
91,93184,58.9088221528321,1.2366841539740563,-0.0006515911081805825
92,94208,58.928052922062875,0.42035327330231664,-0.0018563664751127362
93,95232,59.37343753744749,1.504354640841484,4.070586292073131e-05
94,96256,59.393437537447504,0.9776138216257095,-0.0001897314446978271
95,97280,59.384975998985944,0.7983211129903793,-0.0004071630537509918
96,98304,59.51959138360134,0.9329956695437431,-0.00014942613197490572
97,99328,59.42266830667826,0.977086853981018,-0.0001745366957038641
